,hsk,hex,hanzi,pinyin,translation
275,2,"['0x4e00', '0x8d77']",一起,yī qǐ,"in the same place, together, with, altogether (in total),"
276,2,"['0x610f', '0x601d']",意思,yì si,"idea, opinion, meaning, wish, desire, CL:個|个[gè],"
277,2,['0x9634'],阴,yīn,"overcast (weather), cloudy, shady, Yin (the negative principle of Yin and Yang), negative (electric.), feminine, moon, implicit, hidden, genitalia,"
278,2,"['0x56e0', '0x4e3a']",因为,yīn wèi,"because, owing to, on account of,"
279,2,"['0x6e38', '0x6cf3']",游泳,yóu yǒng,"swimming, to swim,"
280,2,"['0x53f3', '0x8fb9']",右边,yòu bian,"right side, right, to the right,"
281,2,['0x9c7c'],鱼,yú,"fish, CL:條|条,尾[wěi],"
282,2,['0x5143'],元,yuán,"Chinese monetary unit, dollar, primary, first,"
283,2,['0x8fdc'],远,yuǎn,"far, distant, remote,"
284,2,"['0x8fd0', '0x52a8']",运动,yùn dòng,"to move, to exercise, sports, exercise, motion, movement, campaign, CL:場|场[chǎng],"
285,2,['0x518d'],再,zài,"again, once more, re-, second, another, then (after sth, and not until then),"
286,2,"['0x65e9', '0x4e0a']",早上,zǎo shang,"early morning, CL:個|个[gè],"
287,2,['0x5f20'],张,zhāng,"to open up, to spread, sheet of paper, classifier for flat objects, sheet, classifier for votes,"
288,2,['0x957f'],长,zhǎng,"chief, head, elder, to grow, to develop, to increase, to enhance,"
289,2,"['0x4e08', '0x592b']",丈夫,zhàng fu,"husband, CL:個|个[gè],"
290,2,['0x627e'],找,zhǎo,"to try to find, to look for, to call on sb, to find, to seek, to return, to give change,"
291,2,['0x7740'],着,zhe,"aspect particle indicating action in progress,"
292,2,['0x771f'],真,zhēn,"really, truly, indeed, real, true, genuine,"
293,2,"['0x6b63', '0x5728']",正在,zhèng zài,"in the process of (doing something or happening), while (doing),"
294,2,"['0x77e5', '0x9053']",知道,zhī dào,"to know, to be aware of, also pron. [zhī dao],"
295,2,"['0x51c6', '0x5907']",准备,zhǔn bèi,"preparation, to prepare, to intend, to be about to, reserve (fund),"
296,2,"['0x81ea', '0x884c', '0x8f66']",自行车,zì xíng chē,"bicycle, bike, CL:輛|辆[liàng],"
297,2,['0x8d70'],走,zǒu,"to walk, to go, to run, to move (of vehicle), to visit, to leave, to go away, to die (euph.), from, through, away (in compound verbs, such as 撤走), to change (shape, form, meaning),"
298,2,['0x6700'],最,zuì,"most, the most, -est (superlative suffix),"
299,2,"['0x5de6', '0x8fb9']",左边,zuǒ bian,"left, the left side, to the left of,"
300,3,"['0x963f', '0x59e8']",阿姨,ā yí,"maternal aunt, step-mother, childcare worker, nursemaid, woman of similar age to one's parents (term of address used by child), CL:個|个[gè],"
301,3,['0x554a'],啊,a,"modal particle ending sentence, showing affirmation, approval, or consent,"
302,3,['0x77ee'],矮,ǎi,"low, short (in length),"
303,3,"['0x7231', '0x597d']",爱好,ài hào,"to like, to take pleasure in, keen on, fond of, interest, hobby, appetite for, CL:個|个[gè],"
304,3,"['0x5b89', '0x9759']",安静,ān jìng,"quiet, peaceful, calm,"
305,3,['0x628a'],把,bǎ,"to hold, to contain, to grasp, to take hold of, handle, particle marking the following noun as a direct object, classifier for objects with handle, classifier for small objects: handful,"
306,3,['0x642c'],搬,bān,"to move, to shift, to remove, to transport, to apply indiscriminately, to copy mechanically,"
307,3,['0x73ed'],班,bān,"team, class, squad, work shift, ranking, CL:個|个[gè], classifier for groups,"
308,3,['0x534a'],半,bàn,"half, semi-, incomplete, (after a number) and a half,"
309,3,"['0x529e', '0x6cd5']",办法,bàn fǎ,"means, method, way (of doing sth), CL:條|条,個|个[gè],"
310,3,"['0x529e', '0x516c', '0x5ba4']",办公室,bàn gōng shì,"office, business premises, bureau, CL:間|间[jiān],"
311,3,"['0x5e2e', '0x5fd9']",帮忙,bāng máng,"to help, to lend a hand, to do a favor, to do a good turn,"
312,3,['0x5305'],包,bāo,"to cover, to wrap, to hold, to include, to take charge of, to contract (to or for), package, wrapper, container, bag, to hold or embrace, bundle, packet, CL:個|个,隻|只[zhī],"
313,3,['0x9971'],饱,bǎo,"to eat till full, satisfied,"
314,3,"['0x5317', '0x65b9']",北方,běi fāng,"north, the northern part a country, China north of the Yellow River,"
315,3,['0x88ab'],被,bèi,"quilt, by, (indicates passive-voice clauses), (literary) to cover, to meet with,"
316,3,"['0x9f3b', '0x5b50']",鼻子,bí zi,"nose, CL:個|个,隻|只[zhī],"
317,3,"['0x6bd4', '0x8f83']",比较,bǐ jiào,"to compare, to contrast, comparatively, relatively, quite, comparison,"
318,3,"['0x6bd4', '0x8d5b']",比赛,bǐ sài,"competition (sports etc), match, CL:場|场,次[cì],"
319,3,"['0x5fc5', '0x987b']",必须,bì xū,"to have to, must, compulsory, necessarily,"
320,3,"['0x53d8', '0x5316']",变化,biàn huà,"change, variation, to change, to vary, CL:個|个[gè],"
321,3,"['0x8868', '0x793a']",表示,biǎo shì,"to express, to show, to say, to state, to indicate, to mean,"
322,3,"['0x8868', '0x6f14']",表演,biǎo yǎn,"play, show, performance, exhibition, to perform, to act, to demonstrate, CL:場|场[chǎng],"
323,3,"['0x522b', '0x4eba']",别人,bié ren,"other people, others, other person,"
324,3,"['0x5bbe', '0x9986']",宾馆,bīn guǎn,"guesthouse, lodge, hotel, CL:個|个,家[jiā],"
325,3,"['0x51b0', '0x7bb1']",冰箱,bīng xiāng,"icebox, freezer cabinet, refrigerator, CL:臺|台,個|个[gè],"
326,3,['0x624d'],才,cái,"a moment ago, just now, (preceded by a clause of condition or reason) not until, (followed by a numerical clause) only,"
327,3,"['0x83dc', '0x5355']",菜单,cài dān,"menu, CL:份,張|张[zhāng],"
328,3,"['0x53c2', '0x52a0']",参加,cān jiā,"to participate, to take part, to join,"
329,3,['0x8349'],草,cǎo,"grass, straw, manuscript, draft (of a document), careless, rough, CL:棵,撮,株,根[gēn],"
330,3,['0x5c42'],层,céng,"layer, stratum, laminated, floor (of a building), storey, classifier for layers, repeated, sheaf (math.),"
331,3,['0x5dee'],差,chà,"to differ from, to fall short of, lacking, wrong, inferior,"
332,3,"['0x8d85', '0x5e02']",超市,chāo shì,"supermarket (abbr.), CL:家[jiā],"
333,3,"['0x886c', '0x886b']",衬衫,chèn shān,"shirt, blouse, CL:件[jiàn],"
334,3,"['0x6210', '0x7ee9']",成绩,chéng jì,"achievement, performance records, grades, CL:項|项,個|个[gè],"
335,3,"['0x57ce', '0x5e02']",城市,chéng shì,"city, town, CL:座[zuò],"
336,3,"['0x8fdf', '0x5230']",迟到,chí dào,"to arrive late,"
337,3,"['0x51fa', '0x73b0']",出现,chū xiàn,"to appear, to arise, to emerge, to show up,"
338,3,"['0x9664', '0x4e86']",除了,chú le,"besides, apart from (... also...), in addition to, except (for),"
339,3,"['0x53a8', '0x623f']",厨房,chú fáng,"kitchen, CL:間|间[jiān],"
340,3,['0x6625'],春,chūn,"spring (time), gay, joyful, youthful, love, lust, life,"
341,3,"['0x8bcd', '0x8bed']",词语,cí yǔ,"word (general term including monosyllables through to short phrases), term (e.g. technical term), expression,"
342,3,"['0x806a', '0x660e']",聪明,cōng ming,"acute (of sight and hearing), clever, intelligent, bright, smart,"
343,3,"['0x6253', '0x626b']",打扫,dǎ sǎo,"to clean, to sweep,"
344,3,"['0x6253', '0x7b97']",打算,dǎ suàn,"to plan, to intend, to calculate, plan, intention, calculation, CL:個|个[gè],"
345,3,['0x5e26'],带,dài,"band, belt, girdle, ribbon, tire, area, zone, region, CL:條|条[tiáo], to wear, to carry, to take along, to bear (i.e. to have), to lead, to bring, to look after, to raise,"
346,3,"['0x62c5', '0x5fc3']",担心,dān xīn,"anxious, worried, uneasy, to worry, to be anxious,"
347,3,"['0x86cb', '0x7cd5']",蛋糕,dàn gāo,"cake, CL:塊|块,個|个[gè],"
348,3,"['0x5f53', '0x7136']",当然,dāng rán,"only natural, as it should be, certainly, of course, without doubt,"
349,3,['0x5730'],地,de,"-ly, structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct,"
350,3,['0x706f'],灯,dēng,"lamp, light, lantern, CL:盞|盏[zhǎn],"
351,3,['0x4f4e'],低,dī,"low, beneath, to lower (one's head), to let droop, to hang down, to incline,"
352,3,"['0x5730', '0x65b9']",地方,dì fang,"area, place, space, room, territory, CL:處|处,個|个,塊|块[kuài],"
353,3,"['0x5730', '0x94c1']",地铁,dì tiě,"subway, metro,"
354,3,"['0x5730', '0x56fe']",地图,dì tú,"map, CL:張|张,本[běn],"
355,3,"['0x7535', '0x68af']",电梯,diàn tī,"elevator, escalator, CL:臺|台,部[bù],"
356,3,"['0x7535', '0x5b50']",电子,diàn zǐ,"electronic, electron (particle physics),"
357,3,['0x51ac'],冬,dōng,"sound of beating a drum, onomatopoeia for rat-a-tat etc,"
358,3,['0x4e1c'],东,dōng,"east, host (i.e. sitting on east side of guest), landlord,"
359,3,"['0x52a8', '0x7269']",动物,dòng wù,"animal, CL:隻|只,群,個|个[gè],"
360,3,['0x77ed'],短,duǎn,"short or brief, to lack, weak point, fault,"
361,3,['0x6bb5'],段,duàn,"paragraph, section, segment, stage (of a process), classifier for stories, periods of time, lengths of thread etc,"
362,3,"['0x953b', '0x70bc']",锻炼,duàn liàn,"to engage in physical exercise, to work out, to toughen, to temper,"
363,3,"['0x591a', '0x4e48']",多么,duō me,"how (wonderful etc), what (a great idea etc), however (difficult it may be etc),"
364,3,['0x997f'],饿,è,"to be hungry, hungry,"
365,3,"['0x800c', '0x4e14']",而且,ér qiě,"(not only ...) but also, moreover, in addition, furthermore,"
366,3,"['0x8033', '0x6735']",耳朵,ěr duo,"ear, CL:隻|只,個|个,對|对[duì],"
367,3,"['0x53d1', '0x70e7']",发烧,fā shāo,"to have a high temperature (from illness), to have a fever,"
368,3,"['0x53d1', '0x73b0']",发现,fā xiàn,"to find, to discover,"
369,3,"['0x65b9', '0x4fbf']",方便,fāng biàn,"convenient, to help out, to make things easy for people, convenience, suitable, having money to spare, (euphemism) to go to the toilet,"
370,3,['0x653e'],放,fàng,"to release, to free, to let go, to put, to place, to let out, to set off (fireworks),"
371,3,"['0x653e', '0x5fc3']",放心,fàng xīn,"to feel relieved, to feel reassured, to be at ease,"
372,3,['0x5206'],分,fēn,"to divide, to separate, to allocate, to distinguish (good and bad), part or subdivision, fraction, one tenth (of certain units), unit of length equivalent to 0.33 cm, minute, a point (in sports or games), 0.01 yuan (unit of money),"
373,3,"['0x9644', '0x8fd1']",附近,fù jìn,"(in the) vicinity, nearby, neighboring, next to,"
374,3,"['0x590d', '0x4e60']",复习,fù xí,"variant of 復習|复习, to revise, to review, revision,"
375,3,"['0x5e72', '0x51c0']",干净,gān jìng,"clean, neat,"
376,3,['0x6562'],敢,gǎn,"to dare, daring, (polite) may I venture,"
377,3,"['0x611f', '0x5192']",感冒,gǎn mào,"to catch cold, (common) cold, CL:場|场,次[cì],"
378,3,"['0x521a', '0x624d']",刚才,gāng cái,"(just) a moment ago,"
379,3,"['0x6839', '0x636e']",根据,gēn jù,"according to, based on, basis, foundation, CL:個|个[gè],"
380,3,['0x8ddf'],跟,gēn,"heel, to follow closely, to go with, to marry sb (of woman), with, towards, as (compared to), from (different from), and (in addition to),"
381,3,['0x66f4'],更,gèng,"more, even more, further, still, still more,"
382,3,"['0x516c', '0x56ed']",公园,gōng yuán,"public park, CL:場|场[chǎng],"
383,3,"['0x6545', '0x4e8b']",故事,gù shi,"narrative, story, tale,"
384,3,['0x522e'],刮,guā,"to blow (of the wind),"
385,3,['0x5173'],关,guān,"mountain pass, to close, to shut, to turn off, to concern, to involve,"
386,3,"['0x5173', '0x7cfb']",关系,guān xì,"variant of 關係|关系[guān xì],"
387,3,"['0x5173', '0x5fc3']",关心,guān xīn,"to care for sth, caring, concerned,"
388,3,"['0x5173', '0x4e8e']",关于,guān yú,"pertaining to, concerning, regarding, with regards to, about, a matter of,"
389,3,"['0x56fd', '0x5bb6']",国家,guó jiā,"country, nation, state, CL:個|个[gè],"
390,3,"['0x679c', '0x6c41']",果汁,guǒ zhī,"fruit juice,"
391,3,"['0x8fc7', '0x53bb']",过去,guò qu,"(in the) past, former, previous, to go over, to pass by,"
392,3,"['0x8fd8', '0x662f']",还是,hái shi,"or, still, nevertheless, had better,"
393,3,"['0x5bb3', '0x6015']",害怕,hài pà,"to be afraid, to be scared,"
394,3,['0x6cb3'],河,hé,"river, CL:條|条,道[dào],"
395,3,"['0x9ed1', '0x677f']",黑板,hēi bǎn,"blackboard, CL:塊|块,個|个[gè],"
396,3,"['0x62a4', '0x7167']",护照,hù zhào,"passport, CL:本,個|个[gè],"
397,3,['0x82b1'],花,huā,"flower, blossom, CL:朵,支,束,把,盆,簇[cù], fancy pattern, florid, to spend (money, time),"
398,3,"['0x82b1', '0x56ed']",花园,huā yuán,"garden, CL:座,個|个[gè],"
399,3,['0x753b'],画,huà,"to draw, picture, painting, CL:幅,張|张[zhāng],"
400,3,['0x574f'],坏,huài,"bad, spoiled, broken, to break down,"
401,3,"['0x73af', '0x5883']",环境,huán jìng,"environment, circumstances, surroundings, CL:個|个[gè], ambient,"
402,3,['0x6362'],换,huàn,"to change, to exchange,"
403,3,['0x9ec4'],黄,huáng,"yellow, pornographic, to fall through,"
404,3,"['0x4f1a', '0x8bae']",会议,huì yì,"meeting, conference, CL:場|场,屆|届[jiè],"
405,3,"['0x6216', '0x8005']",或者,huò zhě,"or, possibly, maybe, perhaps,"
406,3,"['0x673a', '0x4f1a']",机会,jī huì,"opportunity, chance, occasion, CL:個|个[gè],"
407,3,"['0x51e0', '0x4e4e']",几乎,jī hū,"almost, nearly, practically,"
408,3,['0x6781'],极,jí,"extremely, pole (geography, physics), utmost, top,"
409,3,"['0x8bb0', '0x5f97']",记得,jì de,"to remember,"
410,3,"['0x5b63', '0x8282']",季节,jì jié,"time, season, period, CL:個|个[gè],"
411,3,"['0x68c0', '0x67e5']",检查,jiǎn chá,"inspection, to examine, to inspect, CL:次[cì],"
412,3,"['0x7b80', '0x5355']",简单,jiǎn dān,"simple, not complicated,"
413,3,"['0x89c1', '0x9762']",见面,jiàn miàn,"to meet, to see sb, CL:次[cì],"
414,3,"['0x5065', '0x5eb7']",健康,jiàn kāng,"health, healthy,"
415,3,['0x8bb2'],讲,jiǎng,"to speak, to explain, to negotiate, to emphasise, to be particular about, as far as sth is concerned, speech, lecture,"
416,3,['0x6559'],教,jiāo,"to teach,"
417,3,['0x811a'],脚,jiǎo,"foot, leg, base, kick, CL:雙|双,隻|只[zhī],"
418,3,['0x89d2'],角,jiǎo,"angle, corner, horn, horn-shaped, unit of money equal to 0.1 yuan, CL:個|个[gè],"
419,3,['0x63a5'],接,jiē,"to receive, to answer (the phone), to meet or welcome sb, to connect, to catch, to join, to extend, to take one's turn on duty, to take over for sb,"
420,3,"['0x8857', '0x9053']",街道,jiē dào,"street, CL:條|条[tiáo], subdistrict, residential district,"
421,3,"['0x8282', '0x76ee']",节目,jié mù,"program, item (on a program), CL:臺|台,個|个,套[tào],"
422,3,"['0x8282', '0x65e5']",节日,jié rì,"holiday, festival, CL:個|个[gè],"
423,3,"['0x7ed3', '0x5a5a']",结婚,jié hūn,"to marry, to get married, CL:次[cì],"
424,3,"['0x7ed3', '0x675f']",结束,jié shù,"termination, to finish, to end, to conclude, to close,"
425,3,"['0x89e3', '0x51b3']",解决,jiě jué,"to settle (a dispute), to resolve, to solve, to dispose of, to dispatch,"
426,3,['0x501f'],借,jiè,"to lend, to borrow, by means of, to take (an opportunity),"
427,3,"['0x7ecf', '0x5e38']",经常,jīng cháng,"day to day, everyday, daily, frequently, constantly, regularly, often,"
428,3,"['0x7ecf', '0x8fc7']",经过,jīng guò,"to pass, to go through, process, course, CL:個|个[gè],"
429,3,"['0x7ecf', '0x7406']",经理,jīng lǐ,"manager, director, CL:個|个,位,名[míng],"
430,3,['0x4e45'],久,jiǔ,"(long) time, (long) duration of time,"
431,3,['0x65e7'],旧,jiù,"old, opposite: new 新, former, worn (with age),"
432,3,"['0x4e3e', '0x884c']",举行,jǔ xíng,"to hold (a meeting, ceremony etc),"
433,3,"['0x53e5', '0x5b50']",句子,jù zi,"sentence, CL:個|个[gè],"
434,3,"['0x51b3', '0x5b9a']",决定,jué dìng,"to decide (to do something), to resolve, decision, CL:個|个,項|项[xiàng], certainly,"
435,3,['0x6e34'],渴,kě,"thirsty,"
436,3,"['0x53ef', '0x7231']",可爱,kě ài,"adorable, cute, lovely,"
437,3,['0x523b'],刻,kè,"quarter (hour), moment, to carve, to engrave, to cut, oppressive, classifier for short time intervals,"
438,3,"['0x5ba2', '0x4eba']",客人,kè rén,"visitor, guest, customer, client, CL:位[wèi],"
439,3,"['0x7a7a', '0x8c03']",空调,kōng tiáo,"air conditioning,"
440,3,['0x53e3'],口,kǒu,"mouth, classifier for things with mouths (people, domestic animals, cannons, wells etc), classifier for bites or mouthfuls,"
441,3,['0x54ed'],哭,kū,"to cry, to weep,"
442,3,"['0x88e4', '0x5b50']",裤子,kù zi,"trousers, pants, CL:條|条[tiáo],"
443,3,"['0x7b77', '0x5b50']",筷子,kuài zi,"chopsticks, CL:對|对,根,把,雙|双[shuāng],"
444,3,['0x84dd'],蓝,lán,"blue, indigo plant,"
445,3,['0x8001'],老,lǎo,"prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity, old (of people), venerable (person), experienced, of long standing, always, all the time, of the past, very, outdated, (of meat etc) tough,"
446,3,"['0x79bb', '0x5f00']",离开,lí kāi,"to depart, to leave,"
447,3,"['0x793c', '0x7269']",礼物,lǐ wù,"gift, present, CL:件,個|个,份[fèn],"
448,3,"['0x5386', '0x53f2']",历史,lì shǐ,"history, CL:門|门,段[duàn],"
449,3,['0x8138'],脸,liǎn,"face, CL:張|张,個|个[gè],"
450,3,"['0x7ec3', '0x4e60']",练习,liàn xí,"exercise, drill, practice, CL:個|个[gè],"
451,3,['0x8f86'],辆,liàng,"classifier for vehicles,"
452,3,"['0x4e86', '0x89e3']",了解,liǎo jiě,"to understand, to realize, to find out,"
453,3,"['0x90bb', '0x5c45']",邻居,lín jū,"neighbor, next door, CL:個|个[gè],"
